113.34074	22.95032	59
113.423823	23.040641	475
113.418197	23.036563	107
113.423812	23.040632	483
113.342616	23.127618	1
113.40911	23.116946	26
113.231837	23.092932	3
113.347946	22.943895	7
113.23468	23.096765	351
113.165782	23.46081	0
113.421164	23.117964	88
113.300773	23.217805	165
113.386739	23.126344	1496
113.383405	23.127961	6
113.817918	23.293722	29
113.30063	23.009762	1
113.353152	23.167666	0
113.275706	23.454554	0
113.424866	23.112485	79
113.270141	23.434196	7
113.391533	23.120564	11
113.279799	23.33083	0
113.274322	23.450427	180
113.275337	23.454166	4
113.274944	23.232475	12
113.40245	22.803817	106
113.23686	23.145863	0
113.24251	23.146225	10
113.409795	22.806585	1
113.406146	22.804888	4
113.286283	23.118439	0
113.299246	23.045115	0
113.388978	23.006189	0
113.397298	22.987083	0
113.243935	23.130137	9
113.264854	23.11914	0
113.254486	23.129271	9
113.275566	23.07563	0
113.25521	23.221028	3
113.236586	23.20168	0
113.238136	23.204902	6
113.381628	23.161959	20
113.378356	23.1645	2
113.3982	23.168512	58
113.355964	23.298974	174
113.322549	23.127779	28
113.45483	23.04085	13
113.372767	22.949377	64
113.293915	23.121973	20
113.843998	23.298478	0
113.287036	23.013651	36
113.229398	23.340516	1
113.35506	22.957722	2
113.48269	23.190855	6
113.262922	23.380794	0
113.365862	22.94773	163
113.262851	23.380578	0
113.347464	22.907545	14
113.230235	23.393118	452
113.224851	23.39059	0
113.370101	22.917533	0
113.313615	23.096512	577
113.331996	22.937144	68
113.60427	23.128896	221
113.349914	22.944713	111
113.297631	23.08518	0
113.397833	23.122881	0
113.36968	23.134394	7
113.533181	22.79426	127
113.53251	22.795058	68
113.548784	22.802124	12
113.385513	23.122426	2
113.313495	22.976015	0
113.299438	23.21921	44
113.34231	23.131235	1
113.330456	23.156781	0
113.3941	23.120195	2
113.342956	23.131061	18
113.3175	23.11588	0
113.406703	22.939649	0
113.315789	23.023045	14
113.318071	23.014641	79
113.298297	23.042407	27
113.313068	23.013876	3
113.348359	22.994966	26
113.198196	23.23121	0
113.242608	23.213652	49
113.224046	23.214052	5
113.192549	23.428407	0
113.20893	23.397976	286
113.209836	23.41748	86
113.305141	23.085333	0
113.300954	23.085874	0
113.364261	23.11538	21
113.327561	23.208543	96
113.302739	23.040849	1391
113.299202	23.045244	0
113.207852	23.158489	303
113.369141	22.972168	90
113.343673	23.16192	1
113.383107	22.979962	24
113.369114	22.972832	351
113.27149	23.134135	8
113.338207	23.15741	0
113.229769	23.132979	1
113.246917	23.110538	1
113.358677	22.947496	10
113.363209	22.937417	1
113.806114	23.300239	3
113.436859	22.953133	92
113.346201	23.174425	0
113.366942	23.191193	0
113.33635	23.13795	90
113.339591	23.141764	7
113.265837	23.192114	0
113.320182	23.132591	0
113.333767	22.995869	1
113.357941	22.961253	2
113.320125	23.163385	354
113.330471	23.119428	11
113.426063	22.953142	253
113.221269	23.158586	1
113.416742	22.950514	8
113.292131	23.128507	34
113.626683	23.281037	5
113.282199	23.134832	0
113.62206	23.28556	136
113.82641	23.287217	31
113.828621	23.28918	0
113.832484	23.287384	30
113.305571	22.970925	0
113.345171	22.966578	5
113.29654	23.14252	3
113.315147	23.09373	116
113.26464	23.191532	0
113.251976	23.173509	19
113.30656	23.044948	0
113.312113	22.971331	2
113.28808	23.133805	90
113.259323	23.135706	20
113.264683	23.181332	46
113.340332	23.132284	104
113.269521	23.181017	1
113.588471	23.530211	0
113.588356	23.547271	77
113.259254	23.180111	72
113.323243	22.968147	39
113.625434	23.11313	1175
113.637939	23.125391	30
113.379888	23.124403	2
113.386619	23.127068	72
113.367699	23.133894	4
113.605443	23.118722	656
113.387266	23.126295	48
113.356297	23.11519	7
113.605649	23.129839	154
113.383563	23.129451	14
113.281606	23.246756	310
113.277587	23.0687	41
113.524113	23.183172	5
113.333752	23.023623	18
113.82687	23.299557	34
113.8273	23.295954	247
113.401437	23.123816	9
113.497964	23.147666	171
113.319972	23.038792	18
113.258846	23.203868	46
113.53009	23.164955	1
113.315808	23.023287	30
113.3267	23.02361	2
113.222401	23.196097	24
113.315261	23.021863	1
113.252629	23.407087	56
113.36989	22.951971	23
113.397213	23.118668	13
113.383242	22.959777	13
113.34949	22.948299	926
113.365707	23.19894	1074
113.364883	23.197908	4
113.366587	23.201284	671
113.371244	23.201441	469
113.371215	23.200889	515
113.224025	23.399368	47
113.207567	23.376943	81
113.372517	22.936547	46
113.310861	23.154344	63
113.30161	23.28925	13
113.413056	23.12256	5
113.272094	23.123405	1
113.208742	23.378157	0
113.322974	22.973898	0
113.32467	23.126361	664
113.383583	23.128542	0
113.276527	23.231086	107
113.352334	23.010324	8
113.351476	23.025377	0
113.475306	22.9406	328
113.486623	22.963069	0
113.567092	23.103124	10
113.833297	23.2823	4
113.341823	22.969937	1
113.313556	22.967807	2
113.320943	22.968709	0
113.317615	22.973496	0
113.315065	22.976068	187
113.332362	22.96874	0
113.290917	23.135594	16
113.309665	22.969848	46
113.326942	22.971445	93
113.308452	23.100034	34
113.324484	22.97123	996
113.329581	23.094572	759
113.298933	23.087651	23
113.324708	23.121896	22
113.312587	23.087583	16
113.332203	23.120897	0
113.35589	23.111192	17
113.319185	23.036458	5
113.506384	23.17412	2
113.367723	22.945033	14
113.387428	22.942363	12
113.38593	23.20009	6
113.395631	22.892621	12
113.530287	23.15887	59
113.274055	23.230292	0
113.324638	23.119708	41
113.321843	23.132219	197
113.324565	23.121204	38
113.345164	23.073696	5
113.369983	22.952258	0
113.3562	23.086557	163
113.355595	23.086271	575
113.327221	23.025113	34
113.615397	23.115113	182
113.353988	23.148597	1949
113.330276	23.156698	109
113.804541	23.290303	8
113.335766	22.991288	0
113.326385	23.010673	1
113.818121	23.275733	0
113.827402	23.285693	80
113.28498	23.068849	0
113.305056	23.133803	429
113.170291	23.458128	53
113.396976	23.168927	0
113.372386	23.132432	100
113.431614	23.162992	0
113.412531	23.108069	0
113.261885	23.214881	0
113.283409	23.038375	219
113.546928	23.106296	0
113.278503	23.045013	12
113.355547	23.119749	17
113.296999	23.031167	144
113.220359	23.470292	22
113.318156	23.018174	181
113.26903	23.202496	4
113.29364	23.029947	249
113.320408	23.038889	738
113.358369	22.924607	10
113.313606	23.039283	98
113.249328	23.122219	26
113.25581	23.08993	23
113.316642	23.022253	1
113.377802	23.129325	15
113.354332	23.134458	54
113.286921	23.101381	42
113.273412	23.095571	7
113.383421	23.130516	3
113.300876	23.085603	39
113.380599	22.941574	0
113.368323	23.123246	13
113.293693	23.100061	32
